data_snapshot,os,pn,nomenclatura,unidade_solicitante,situacao,condicao,onde_se_encontra,tat_siloms
2026-07-28,3040263416,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",BASM,REC,EM REPARO,WILLIAM,83.0
2026-07-28,3040263415,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",BABR,REC,,BANT,83.0
2026-07-28,3040263447,066-3046-07,"CONTROL,INDICATOR",CLA,REC,,BABR,83.0
2026-07-28,3040263443,3244897-4,FUEL CONTROL UNIT,PAMALS,REC,EM REPARO,LEAP,82.0
2026-07-28,3040263444,3244897-4,FUEL CONTROL UNIT,PAMALS,REC,EM REPARO,LEAP,82.0
2026-07-28,3040263577,060-0015-00,"CONTROL,DIRECTIONAL,AUTOMATIC PILOT",ALA 5,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263574,066-1072-04,"RECEIVER,RADIO",BABE,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263576,066-1072-04,"RECEIVER,RADIO",BAMN,OS concluída,DEVOLVIDO NO ESTADO,WILLIAM,
2026-07-28,3040263575,066-1072-04,"RECEIVER,RADIO",BABE,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263573,066-3084-32,IND RDR 2000 IN-182A,PAMALS,REC,,BABR,77.0
2026-07-28,3040263571,066-3084-32,IND RDR 2000 IN-182A,PAMALS,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263572,066-3084-32,IND RDR 2000 IN-182A,PAMALS,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263448,2618510-10,ALTERNATOR CONTROL UNIT ASSY,BABE,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263449,2618510-10,ALTERNATOR CONTROL UNIT ASSY,PAMALS,REC,EM REPARO,WILLIAM,77.0
2026-07-28,3040263877,2641011-5,AXLE-MAIN GEAR,CLA,REC,EM REPARO,LEAP,67.0
2026-07-28,3040263878,2641011-5,AXLE-MAIN GEAR,CLA,REC,EM REPARO,LEAP,67.0
2026-07-28,3040264243,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMALS,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264244,069-01033-0101,"RECEIVER-TRANSMITTER,RADIO",PAMASP,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264246,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264237,200SGL119Q-2,STARTER GENERATOR,BAMN,REC,EM REPARO,AV AERONAUTICA,60.0
2026-07-28,3040264236,200SGL119Q-2,STARTER GENERATOR,BABE,REC,,BABE,60.0
2026-07-28,3040264121,3244897-4,FUEL CONTROL UNIT,BABE,OS concluída,EM REPARO,LEAP,
2026-07-28,3040264263,9910338-8,"INDICATOR,FUEL FLOW",PAMALS,OS concluída,,BABR,
2026-07-28,3040264262,9910338-8,"INDICATOR,FUEL FLOW",BABV,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264242,324843-2020,HEADSET-MICROPHONE,BABE,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264264,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264238,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264241,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264240,324843-2020,HEADSET-MICROPHONE,DACTA II,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040264122,3244809-8,"FUEL CONTROL,MAIN,TURBINE ENGINE",BABE,OS concluída,,BABR,
2026-07-28,3040263797,066-3046-07,"CONTROL,INDICATOR",BABE,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040263798,066-3046-07,"CONTROL,INDICATOR",PAMASP,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040263799,066-3046-07,"CONTROL,INDICATOR",PAMASP,REC,EM REPARO,WILLIAM,60.0
2026-07-28,3040263795,071-01519-0101,"RECEIVER-EXCITER,RADAR",PAMALS,REC,,PROCURANDO,60.0
2026-07-28,3040263796,071-01519-0101,"RECEIVER-EXCITER,RADAR",PAMALS,REC,,PROCURANDO,60.0
2026-07-28,3040264579,060-0017-00,FLIGHT DIR HOR,BABR,OS concluída,,,
2026-07-28,3040264577,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,,,48.0
2026-07-28,3040264573,060-0017-00,FLIGHT DIR HOR,BANT,REC,,,48.0
2026-07-28,3040264574,060-0017-00,FLIGHT DIR HOR,BANT,REC,,,48.0
2026-07-28,3040264576,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,,,48.0
2026-07-28,3040264572,060-0017-00,FLIGHT DIR HOR,PAMASP,REC,,,48.0
2026-07-28,3040264647,1H75-21,PRESSURE REGULATOR,BAMN,REC,,,43.0
2026-07-28,3040264646,1H75-21,PRESSURE REGULATOR,PAMASP,REC,,,43.0
2026-07-28,3040264645,1H75-21,PRESSURE REGULATOR,PAMASP,REC,,,43.0
2026-07-28,3040264643,1H75-21,PRESSURE REGULATOR,PAMASP,REC,,,43.0
2026-07-28,3040264707,3244809-7,"FUEL CONTROL,MAIN,TURBINE ENGINE",BABE,REC,,,43.0
2026-07-28,3040264709,540-1407-4,"VALVE,BLEED,TURBINEENGINE",PAMASP,REC,,,43.0
2026-07-28,3040264710,200SGL153Q,"STARTER-GENERATOR,ENGINE,AIRCRAFT",CLA,REC,,,43.0
2026-07-28,3040264711,200SGL153Q,"STARTER-GENERATOR,ENGINE,AIRCRAFT",PAMASP,REC,,,43.0
2026-07-28,3040264712,200SGL153Q,"STARTER-GENERATOR,ENGINE,AIRCRAFT",BACG,REC,,,43.0
2026-07-28,3040264718,9910338-8,"INDICATOR,FUEL FLOW",PAMALS,REC,,,43.0
2026-07-28,3040264719,S3326-2,"INDICATOR,HORIZONTAL SITUATION",ALA 8,REC,,,43.0
2026-07-28,3040264720,S3326-2,"INDICATOR,HORIZONTAL SITUATION",PAMALS,REC,,,43.0
2026-07-28,3040264721,S3326-2,"INDICATOR,HORIZONTAL SITUATION",PAMASP,REC,,,43.0
2026-07-28,3040264724,2606013-1AM,INDICADOR PERCENTUAL RPM,BABV,REC,,,43.0
2026-07-28,3040264725,2606013-1AM,INDICADOR PERCENTUAL RPM,BABR,REC,,,43.0
2026-07-28,3040264726,2606015-4,INDICATOR-OIL TEMP/OIL PRESS,BANT,REC,,,43.0
2026-07-28,3040264727,C661051-0201,GYRO HORIZON,ALA 10,REC,,,43.0
2026-07-28,3040264728,504-0111-906,GYRO HORIZON,PAMALS,REC,,,43.0
2026-07-28,3040264729,504-0111-906,GYRO HORIZON,BACG,REC,,,43.0
2026-07-28,3040264730,8210-003,"GOVERNOR,FUEL CONTROL",PAMASP,REC,,,43.0
2026-07-28,3040264731,8210-002,"GOVERNOR,CONSTANT SPEED DRIVE",PAMASP,REC,,,43.0
2026-07-28,3040264732,8210-002,"GOVERNOR,CONSTANT SPEED DRIVE",BAMN,REC,,,43.0
2026-07-28,3040264733,030-18200,MAIN WHEEL BRAKE,BAMN,REC,,,43.0
2026-07-28,3040264734,030-18200,MAIN WHEEL BRAKE,BAMN,REC,,,43.0
2026-07-28,3040264735,161-11700,INNER WHEEL HALF ASSY,PAMALS,REC,,,43.0
2026-07-28,3040264736,161-12800,WHEEL HALF ASSY-INNER,BABR,REC,,,43.0
2026-07-28,3040264737,161-12800,WHEEL HALF ASSY-INNER,PAMALS,AUT,,,43.0
2026-07-28,3040264738,162-10700,OUTER WHEEL HALF ASSY,BACO,AUT,,,43.0
2026-07-28,3040264807,011-01105-01,INTEGRATED AVIONICS UNIT GIA63W,ALA 8,REC,,,35.0
2026-07-28,3040264808,011-01105-01,INTEGRATED AVIONICS UNIT GIA63W,BAMN,REC,,,35.0
2026-07-28,3040264907,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BAMN,REC,,,28.0
2026-07-28,3040264908,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BABV,REC,,,28.0
2026-07-28,3040264974,3244809-8,"FUEL CONTROL,MAIN,TURBINE ENGINE",BAMN,REC,,,26.0
2026-07-28,3040264961,3244897-4,FUEL CONTROL UNIT,CLA,REC,,,26.0
2026-07-28,3040264960,3034792,BOMBA DE COMBUSTÍVEL,CLA,REC,,,26.0
2026-07-28,3040265144,011-01020-10,AFCS MODE CONTROLLER GMC 710,BABE,REC,,,20.0
2026-07-28,3040265140,011-01020-10,AFCS MODE CONTROLLER GMC 710,BABE,REC,,,20.0
2026-07-29,3040249831,066-01141-5101,"RECEIVER-TRANSMITTER,RADIO (KT71)",PAMALS,REC,EM REPARO,LEAP,534.0
2026-07-29,3040250248,452-0133,"BATTERY,NONRECHARGEABLE",BABR,REC,CONDENADO,VEE ONE,518.0
2026-07-29,3040250249,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,518.0
2026-07-29,3040250234,3034792,BOMBA DE COMBUSTÍVEL,PAMALS,REC,,BANT,518.0
2026-07-29,3040250816,453-5060,"BEACON,DISTRESS",BAMN,REC,,PAMA-LS,496.0
2026-07-29,3040250830,799-1,TRANSDUCER,BACO,REC,,BANT,496.0
2026-07-29,3040250829,51539-012N,CONTROL UNIT ASSY-GENERATOR,BAMN,OS concluída,,,
2026-07-29,3040250828,51539-012N,CONTROL UNIT ASSY-GENERATOR,BACG,REC,,BABR,496.0
2026-07-29,3040250827,51539-012N,CONTROL UNIT ASSY-GENERATOR,BANT,REC,,BABR,496.0
2026-07-29,3040250831,799-1,TRANSDUCER,BANT,REC,,BANT,496.0
2026-07-29,3040250833,9910586-4,FLAP ACTUATOR AND MOTOR ASSEMBLY,ALA 3,REC,,BAMN,496.0
2026-07-29,3040250834,9910586-4,FLAP ACTUATOR AND MOTOR ASSEMBLY,ALA 3,OS concluída,CONDENADO,,
2026-07-29,3040250832,9910338-4,FUEL TOTALIZER INDICATOR,EEAR,REC,,PAMA-LS,496.0
2026-07-29,3040250835,ASG12000-2,ALTERNATOR,ALA 5,REC,REPARADO,V1 PAMA-LS,496.0
2026-07-29,3040250841,C661030-0301,TURN BANK,PAMALS,REC,EM REPARO,LEAP,496.0
2026-07-29,3040250842,C662041-0102,INDICATOR FUEL,ALA 5,REC,,PAMA-LS,496.0
2026-07-29,3040250844,C662041-0102,INDICATOR FUEL,ALA 9,REC,,PAMA-LS,496.0
2026-07-29,3040250843,C662041-0102,INDICATOR FUEL,ALA 10,OS concluída,REPARADO,,
2026-07-29,3040250719,060-0017-00,FLIGHT DIR HOR,PAMALS,REC,,BANT,496.0
2026-07-29,3040250720,060-0017-00,FLIGHT DIR HOR,BABV,OS concluída,REPARADO,,
2026-07-29,3040250722,066-01141-5101,"RECEIVER-TRANSMITTER,RADIO (KT71)",ALA 9,REC,EM REPARO,WILLIAM,496.0
2026-07-29,3040250723,066-01141-5101,"RECEIVER-TRANSMITTER,RADIO (KT71)",CLA,REC,,BABR,496.0
2026-07-29,3040250721,060-0017-00,FLIGHT DIR HOR,BANT,OS concluída,REPARADO,,
2026-07-29,3040250725,066-3046-07,"CONTROL,INDICATOR",ALA 10,OS concluída,REPARADO,,
2026-07-29,3040250724,066-04035-1101,"DISPLAY UNIT,RADAR",PAMALS,REC,,BANT,496.0
2026-07-29,3040250732,069-1025-25,"RECEIVER-TRANSMITTER,RADIO - KX165",PAMALS,REC,EM REPARO,WILLIAM,496.0
2026-07-29,3040250782,2606012-1,INDICATOR-INTER-TURBINE TEMPERATURE,ALA 9,OS concluída,,,
2026-07-29,3040250775,161-11700,INNER WHEEL HALF ASSY,BABE,OS concluída,CONDENADO,,
2026-07-29,3040250773,161-11700,INNER WHEEL HALF ASSY,EEAR,REC,,BACG,496.0
2026-07-29,3040250718,030-18200,MAIN WHEEL BRAKE,BACO,OS concluída,REPARADO,,
2026-07-29,3040250716,030-18200,MAIN WHEEL BRAKE,BABV,REC,EM REPARO,LEAP,496.0
2026-07-29,3040250717,030-18200,MAIN WHEEL BRAKE,BACO,OS concluída,REPARADO,,
2026-07-29,3040250780,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,OS concluída,,,
2026-07-29,3040250781,162-11800,WHEEL HALF ASSY-OUTER,BACG,OS concluída,,,
2026-07-29,3040250778,161-12800,WHEEL HALF ASSY-INNER,BACG,OS concluída,REPARADO,,
2026-07-29,3040250776,161-12800,WHEEL HALF ASSY-INNER,BABE,OS concluída,CONDENADO,,
2026-07-29,3040250790,2643031-7,"FORK ASSY,NOSE GEAR SPRING",BAMN,OS concluída,CONDENADO,,
2026-07-29,3040250791,2643090-1,SHIMMY DAMPENE,BANT,REC,EM REPARO,AV AERONAUTICA,496.0
2026-07-29,3040250792,2643090-1,SHIMMY DAMPENE,BAMN,REC,REPARADO,V1 PAMA-LS,496.0
2026-07-29,3040250789,2641012-14,TRUNNION ASSY-RH-MAIN GEAR,PAMASP,OS concluída,CONDENADO,,
2026-07-29,3040250793,2643099-4,"SUPPORT ASSY FOWARD, NLG SPRING",BAMN,OS concluída,CONDENADO,,
2026-07-29,3040250798,30994-001,BATTERY-MARATHON TSP410 NICAD,BANT,OS concluída,CONDENADO,AMA - VEE ONE,
2026-07-29,3040252191,C611008-0101,ALTERNATOR CONTROL UNIT,PAMALS,REC,,BABR,463.0
2026-07-29,3040252159,011-00916-00,DISPLAY UNIT GDU 1040A,BAMN,REC,,BAMN,463.0
2026-07-29,3040252161,065-0042-03,COMPUTER PA,ALA 10,REC,EM REPARO,WILLIAM,463.0
2026-07-29,3040252162,065-0042-03,COMPUTER PA,EEAR,REC,,BABE,463.0
2026-07-29,3040252164,065-0042-03,COMPUTER PA,EEAR,REC,EM REPARO,WILLIAM,463.0
2026-07-29,3040252165,065-0042-03,COMPUTER PA,PAMALS,OS concluída,,,
2026-07-29,3040252166,065-0059-01,SERVO PITCH,EEAR,REC,EM REPARO,WILLIAM,463.0
2026-07-29,3040252168,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",ALA 9,OS concluída,REPARADO,,
2026-07-29,3040252173,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",BANT,REC,EM REPARO,LEAP,463.0
2026-07-29,3040252172,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",PAMALS,REC,NO ESTADO,VEE ONE,463.0
2026-07-29,3040252170,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",ALA 7,REC,NO ESTADO,VEE ONE,463.0
2026-07-29,3040252178,066-1072-00,RECEIVER ADF (KING KR87),PAMALS,OS concluída,,,
2026-07-29,3040252182,066-1072-04,"RECEIVER,RADIO",ALA 9,OS concluída,REPARADO,,
2026-07-29,3040252181,066-1072-04,"RECEIVER,RADIO",PAMASP,REC,EM REPARO,WILLIAM,463.0
2026-07-29,3040252180,066-1072-04,"RECEIVER,RADIO",ALA 8,OS concluída,,,
2026-07-29,3040252185,066-1072-04,"RECEIVER,RADIO",BAMN,OS concluída,REPARADO,,
2026-07-29,3040252189,9910338-6,"TRANSMITTER,RATE OF FLOW",ALA 8,OS concluída,REPARADO,,
2026-07-29,3040252190,9910338-6,"TRANSMITTER,RATE OF FLOW",BABR,OS concluída,,,
2026-07-29,3040252160,011-01020-10,AFCS MODE CONTROLLER GMC 710,BAMN,OS concluída,,,
2026-07-29,3040252939,C163030-1001,MAIN W BRAKE A,BABV,REC,,BAMN,433.0
2026-07-29,3040252936,030-18200,MAIN WHEEL BRAKE,BACO,REC,,PAMA-LS,433.0
2026-07-29,3040252935,030-18200,MAIN WHEEL BRAKE,BAMN,OS concluída,CONDENADO,,
2026-07-29,3040252940,30-182,MAIN WHEEL BRAKE,BABV,OS concluída,CONDENADO,,
2026-07-29,3040252942,30-182,MAIN WHEEL BRAKE,BAMN,OS concluída,REPARADO,,
2026-07-29,3040252943,30-182,MAIN WHEEL BRAKE,BAMN,OS concluída,REPARADO,,
2026-07-29,3040253170,161-12800,WHEEL HALF ASSY-INNER,BASM,OS concluída,CONDENADO,,
2026-07-29,3040253168,161-12800,WHEEL HALF ASSY-INNER,BASM,REC,REPARADO,VEE ONE,429.0
2026-07-29,3040253172,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,,PROCURANDO,429.0
2026-07-29,3040253174,161-12800,WHEEL HALF ASSY-INNER,PAMALS,OS concluída,CONDENADO,,
2026-07-29,3040253173,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,EM REPARO,LEAP,429.0
2026-07-29,3040253176,162-10700,OUTER WHEEL HALF ASSY,BABE,OS concluída,CONDENADO,,
2026-07-29,3040253177,162-10700,OUTER WHEEL HALF ASSY,BABV,REC,REPARADO,VEE ONE,429.0
2026-07-29,3040253178,162-10700,OUTER WHEEL HALF ASSY,PAMALS,REC,,PROCURANDO,429.0
2026-07-29,3040253179,162-11800,WHEEL HALF ASSY-OUTER,CLA,OS concluída,CONDENADO,,
2026-07-29,3040253181,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,OS concluída,REPARADO,,
2026-07-29,3040253180,162-11800,WHEEL HALF ASSY-OUTER,BASM,REC,,PROCURANDO,429.0
2026-07-29,3040253182,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,REC,REPARADO,VEE ONE,429.0
2026-07-29,3040253536,2641012-14,TRUNNION ASSY-RH-MAIN GEAR,PAMALS,OS concluída,CONDENADO,,
2026-07-29,3040253529,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",DSM-MN,REC,DEVOLVIDO NO ESTADO,WILLIAM,419.0
2026-07-29,3040253528,066-03064-0005,"ALTIMETER,SERVO CONTROLLED,AUTOMATIC PRESSURE",BANT,OS concluída,REPARADO,,
2026-07-29,3040253532,799-1,TRANSDUCER,PAMALS,REC,,BANT,419.0
2026-07-29,3040253535,2643099-4,"SUPPORT ASSY FOWARD, NLG SPRING",BABE,REC,CONDENADO,VEE ONE,419.0
2026-07-29,3040253531,799-1,TRANSDUCER,BAMN,REC,,VEE ONE,419.0
2026-07-29,3040253530,799-1,TRANSDUCER,BAMN,REC,,BANT,419.0
2026-07-29,3040253526,30994-001,BATTERY-MARATHON TSP410 NICAD,PAMALS,OS concluída,CONDENADO,AMA - VEE ONE,
2026-07-29,3040253527,30994-001,BATTERY-MARATHON TSP410 NICAD,BAPV,OS concluída,CONDENADO,AMA - VEE ONE,
2026-07-29,3040254195,540-1407-4,"VALVE,BLEED,TURBINEENGINE",PAMALS,REC,,BANT,401.0
2026-07-29,3040254201,2643090-3,SHIMMY DAMPER-NOSE GEAR,PAMALS,REC,REPARADO,V1 PAMA-LS,401.0
2026-07-29,3040254203,SE1070-6,SHIMMY DAMPENER ASSY,BACGINAT,OS concluída,,,
2026-07-29,3040254205,C660501-0103,"COMPASS,SPEC",PAMALS,REC,REPARADO,V1 PAMA-LS,401.0
2026-07-29,3040254206,C660501-0103,"COMPASS,SPEC",ALA 8,REC,EM REPARO EM GARANTIA,WILLIAM,401.0
2026-07-29,3040254208,C660501-0103,"COMPASS,SPEC",BABV,REC,REPARADO,V1 PAMA-LS,401.0
2026-07-29,3040254210,799-1,TRANSDUCER,BANT,REC,,BANT,401.0
2026-07-29,3040254792,2606013-1RX,INDICATOR-PERCENT RPM,BABR,REC,,BANT,392.0
2026-07-29,3040254770,069-1025-25,"RECEIVER-TRANSMITTER,RADIO - KX165",ALA 9,REC,EM REPARO,WILLIAM,392.0
2026-07-29,3040254799,453-5000-710,EMERGENCY LOCATOR TRANSMITTER MODEL C406-2,PAMASP,OS concluída,,,
2026-07-29,3040254806,C352TS,"EXTINGUISHER,FIRE",PAMALS,REC,REPARADO,V1 PAMA-LS,392.0
2026-07-29,3040254805,C352TS,"EXTINGUISHER,FIRE",PAMALS,OS concluída,,,
2026-07-29,3040254810,C352TS,"EXTINGUISHER,FIRE",PAMALS,OS concluída,,,
2026-07-29,3040254809,C352TS,"EXTINGUISHER,FIRE",PAMAGL,OS concluída,,,
2026-07-29,3040254803,C352TS,"EXTINGUISHER,FIRE",2 ETA,REC,REPARADO,V1 PAMA-LS,392.0
2026-07-29,3040254808,C352TS,"EXTINGUISHER,FIRE",BABR,REC,REPARADO,V1 PAMA-LS,392.0
2026-07-29,3040254795,D145-00-46-2,FLAP ACTUATOR ASSY,BABE,REC,,PAMA-LS,392.0
2026-07-29,3040254793,D145-00-46-2,FLAP ACTUATOR ASSY,PAMALS,REC,,PAMA-LS,392.0
2026-07-29,3040254815,C482001-0402,VACUUM REGULAT,PAMALS,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254816,C482001-0402,VACUUM REGULAT,PAMALS,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254820,2641011-5,AXLE-MAIN GEAR,BAMN,OS concluída,REPARADO,,
2026-07-29,3040254817,2641011-5,AXLE-MAIN GEAR,BABE,OS concluída,NO ESTADO,,
2026-07-29,3040254818,2641011-5,AXLE-MAIN GEAR,BABE,OS concluída,,,
2026-07-29,3040254819,2641011-5,AXLE-MAIN GEAR,BANT,OS concluída,REPARADO,,
2026-07-29,3040254796,30994-001,BATTERY-MARATHON TSP410 NICAD,BAMN,OS concluída,REPARADO,,
2026-07-29,3040254789,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254788,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254787,452-0133,"BATTERY PACK,AIRCRAFT",DACTA II,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254786,452-0133,"BATTERY PACK,AIRCRAFT",BAMN,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254785,452-0133,"BATTERY,NONRECHARGEABLE",BAMN,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040254784,452-0133,"BATTERY,NONRECHARGEABLE",DACTA II,REC,CONDENADO,VEE ONE,392.0
2026-07-29,3040255326,011-00916-00,DISPLAY UNIT GDU 1040A,BAMN,REC,,BAMN,383.0
2026-07-29,3040255319,702801-5,FUEL PUMP,PAMASP,REC,EM REPARO,VEE ONE,383.0
2026-07-29,3040255321,8210-002,"GOVERNOR,CONSTANT SPEED DRIVE",PAMALS,OS concluída,,,
2026-07-29,3040255461,DAAS-A-010-1,ADAS-D PROCESSOR,PAMALS,REC,EM REPARO,VEE ONE,379.0
2026-07-29,3040255589,071-01519-0101,"RECEIVER-EXCITER,RADAR",BANT,REC,,PROCURANDO,377.0
2026-07-29,3040255590,071-01519-0101,"RECEIVER-EXCITER,RADAR",PAMALS,OS concluída,REPARADO,,
2026-07-29,3040255706,C661064-0237,AIRSPEED INDICATOR,BAMN,OS concluída,,,
2026-07-29,3040256114,5934PAD-3,"ALTIMETER,PRESSURE",PAMALS,REC,EM REPARO,VEE ONE,363.0
2026-07-29,3040256119,011-00878-10,GSA-81 TORQUE SERVO,BAPV,REC,EM REPARO,LEAP,363.0
2026-07-29,3040256112,011-00883-20,RADAR GWX 68 WEATHER,BABE,REC,,BAMN,363.0
2026-07-29,3040256115,5934PAD-3,"ALTIMETER,PRESSURE",PAMALS,OS concluída,REPARADO,,
2026-07-29,3040256118,011-00878-10,GSA-81 TORQUE SERVO,BAPV,REC,,BACO,363.0
2026-07-29,3040256120,011-00916-10,"DISPLAY UNIT,FLIGHT INFORMATION",BAMN,OS concluída,,,
2026-07-29,3040256314,066-4010-12,RECEIVER VOR/LOC (KNS81),EEAR,REC,EM REPARO,LEAP,350.0
2026-07-29,3040256311,3121248-03,"VALVE ASSEMBLY,COMPRESSOR BLEED",PAMALS,OS concluída,,,
2026-07-29,3040256704,C661064-0237,AIRSPEED INDICATOR,PAMALS,OS concluída,,,
2026-07-29,3040256707,D210507,"GOVERNOR,OVERSPEED",PAMALS,OS concluída,,,
2026-07-29,3040256708,D210507,"GOVERNOR,OVERSPEED",PAMALS,REC,REPARADO,VEE ONE,341.0
2026-07-29,3040256702,C661064-0237,AIRSPEED INDICATOR,BABR,OS concluída,,,
2026-07-29,3040256703,C661064-0237,AIRSPEED INDICATOR,PAMALS,OS concluída,REPARADO,,
2026-07-29,3040256662,030-18200,MAIN WHEEL BRAKE,BASM,OS concluída,,,
2026-07-29,3040256665,161-11700,INNER WHEEL HALF ASSY,BABV,OS concluída,,,
2026-07-29,3040256666,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-07-29,3040256667,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-07-29,3040256668,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,CONDENADO,,
2026-07-29,3040256669,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,,,
2026-07-29,3040256670,161-11700,INNER WHEEL HALF ASSY,PAMALS,OS concluída,CONDENADO,,
2026-07-29,3040256671,161-11700,INNER WHEEL HALF ASSY,PAMALS,REC,REPARADO,VEE ONE,341.0
2026-07-29,3040256698,030-18200,MAIN WHEEL BRAKE,PAMASP,REC,,PROCURANDO,341.0
2026-07-29,3040256713,030-18200,MAIN WHEEL BRAKE,ALA 3,REC,,BAMN,341.0
2026-07-29,3040256694,162-11800,WHEEL HALF ASSY-OUTER,BANT,OS concluída,REPARADO,,
2026-07-29,3040256696,162-11800,WHEEL HALF ASSY-OUTER,PAMALS,REC,,PAMA-LS,341.0
2026-07-29,3040256672,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,REPARADO,VEE ONE,341.0
2026-07-29,3040256675,161-12800,WHEEL HALF ASSY-INNER,BANT,OS concluída,REPARADO,,
2026-07-29,3040256792,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",BAMN,REC,,PROCURANDO,341.0
2026-07-29,3040256787,011-00877-00,"GSA-80 SERVO ROL,YAW,SPEC",PAMALS,REC,EM REPARO,VEE ONE,341.0
2026-07-29,3040256828,011-00883-20,RADAR GWX 68 WEATHER,PAMALS,REC,CONDENADO,V1 PAMA-LS,341.0
2026-07-29,3040256709,3121248-03,"VALVE ASSEMBLY,COMPRESSOR BLEED",PAMASP,REC,,BANT,338.0
2026-07-29,3040256673,161-12800,WHEEL HALF ASSY-INNER,PAMALS,REC,CONDENADO,VEE ONE,338.0
2026-07-29,3040257095,011-01105-01,INTEGRATED AVIONICS UNIT GIA63W,BABE,REC,EM REPARO,VEE ONE,334.0
2026-07-29,3040257096,011-01105-01,INTEGRATED AVIONICS UNIT GIA63W,BABE,REC,,BAMN,334.0
2026-07-29,3040257093,065-00183-0501,AUTOPILOT COMPUTER KFC225,BABE,REC,,BANT,334.0
2026-07-29,3040257094,065-00183-0501,AUTOPILOT COMPUTER KFC225,BABE,REC,,BANT,334.0
2026-07-29,3040257443,161-12800,WHEEL HALF ASSY-INNER,ALA 3,AUT,,NÃO TEVE MOVIMENTAÇÃO,322.0
2026-07-29,3040257442,C163030-1001,MAIN W BRAKE A,BAMN,REC,REPARADO,VEE ONE,315.0
2026-07-29,3040257452,3244809-8,"FUEL CONTROL,MAIN,TURBINE ENGINE",BAPV,OS concluída,REPARADO,,
2026-07-29,3040257454,EA-5172-45-CES,"INDICATOR,AIRSPEED",BACG,OS concluída,,,
2026-07-29,3040257453,EA-5172-45-CES,"INDICATOR,AIRSPEED",ALA 7,REC,DEVOLVIDO NO ESTADO,WILLIAM,315.0
2026-07-29,3040257451,3244809-7,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,REC,,BANT,315.0
2026-07-29,3040257450,3244809-4,"FUEL CONTROL,MAIN,TURBINE ENGINE",PAMASP,OS concluída,EM REPARO,LEAP,
